Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Semana;Duração;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
LS-PL;Análise de Dados em Ciências Sociais - Descritiva;L5400-1TP01;S-PL-A2, S-PL-A1;56;51;01:30:00;Sala de Aulas normal;;;
MIA;Tecnologias da Construção III;L6074TP02;ARC6, ARC5, ARC4;25;51;01:30:00;Não necessita de sala;;;
MIA;Tecnologias da Construção III;L6074TP02;ARC6, ARC5, ARC4;25;50;01:30:00;Não necessita de sala;;;
MIA;Tecnologias da Construção III;L6074TP02;ARC6, ARC5, ARC4;25;49;01:30:00;Não necessita de sala;;;
MIA;Tecnologias da Construção III;L6074TP02;ARC6, ARC5, ARC4;25;47;01:30:00;Não necessita de sala;;;
MIA;Tecnologias da Construção III;L6074TP02;ARC6, ARC5, ARC4;25;46;01:30:00;Não necessita de sala;;;
MIA;Tecnologias da Construção III;L6074TP02;ARC6, ARC5, ARC4;25;45;01:30:00;Não necessita de sala;;;
MIA;Tecnologias da Construção III;L6074TP02;ARC6, ARC5, ARC4;25;44;01:30:00;Não necessita de sala;;;
MIA;Tecnologias da Construção III;L6074TP02;ARC6, ARC5, ARC4;25;43;01:30:00;Não necessita de sala;;;
MIA;Tecnologias da Construção III;L6074TP02;ARC6, ARC5, ARC4;25;42;01:30:00;Não necessita de sala;;;
MIA;Tecnologias da Construção III;L6074TP02;ARC6, ARC5, ARC4;25;41;01:30:00;Não necessita de sala;;;
MIA;Tecnologias da Construção III;L6074TP02;ARC6, ARC5, ARC4;25;40;01:30:00;Não necessita de sala;;;
MIA;Tecnologias da Construção III;L6074TP02;ARC6, ARC5, ARC4;25;39;01:30:00;Não necessita de sala;;;
MGI;Negócios Internacionais;IntBuTP01;MGIA1;36;46;02:30:00;Sala Aulas Mestrado Plus;;;
MEU;Teorias da Cidade e do Território;01741-2TP01;EUA1;9;48;02:00:00;Não necessita de sala;;;
MEU;Teorias da Cidade e do Território;01741-2TP01;EUA1;9;47;02:00:00;Não necessita de sala;;;
MEU;Teorias da Cidade e do Território;01741-2TP01;EUA1;9;46;02:00:00;Não necessita de sala;;;
MEU;Teorias da Cidade e do Território;01741-2TP01;EUA1;9;45;02:00:00;Não necessita de sala;;;
MEU;Teorias da Cidade e do Território;01741-2TP01;EUA1;9;44;02:00:00;Não necessita de sala;;;
MEU;Teorias da Cidade e do Território;01741-2TP01;EUA1;9;43;02:00:00;Não necessita de sala;;;
MEU;Teorias da Cidade e do Território;01741-2TP01;EUA1;9;42;02:00:00;Não necessita de sala;;;
MEU;Teorias da Cidade e do Território;01741-2TP01;EUA1;9;41;02:00:00;Não necessita de sala;;;
MEU;Teorias da Cidade e do Território;01741-2TP01;EUA1;9;40;02:00:00;Não necessita de sala;;;
MEU;Teorias da Cidade e do Território;01741-2TP01;EUA1;9;39;02:00:00;Não necessita de sala;;;
DEU;Teorias em Estudos Urbanos;01753S01;DEUA1;14;4;02:00:00;Não necessita de sala;;;
DEU;Teorias em Estudos Urbanos;01753S01;DEUA1;14;4;02:00:00;Não necessita de sala;;;
MEInt, SEDG;Desafios Globais;02859-1S01;SEDGA1;22;38;02:00:00;Sala Aulas Mestrado;;;
MEInt, SEDG;Desafios Globais;02859-1S01;SEDGA1;22;38;02:00:00;Sala Aulas Mestrado;;;
MEInt, SEDG;Desafios Globais;02859-1S01;SEDGA1;22;38;02:00:00;Sala Aulas Mestrado;;;
MEInt, SEDG;Desafios Globais;02859-1S01;SEDGA1;22;0;02:00:00;;;;
MEInt, SEDG;Desafios Globais;02859-1S01;SEDGA1;22;38;02:00:00;Não necessita de sala;;;
MEInt, SEDG;Desafios Globais;02859-1S01;SEDGA1;22;38;02:00:00;Sala Aulas Mestrado;;;
MEInt, SEDG;Desafios Globais;02859-1S01;SEDGA1;22;38;02:30:00;Sala Aulas Mestrado;;;
MEInt, SEDG;Desafios Globais;02859-1S01;SEDGA1;22;38;02:00:00;Sala Aulas Mestrado;;;
MEInt, SEDG;Desafios Globais;02859-1S01;SEDGA1;22;38;02:00:00;Não necessita de sala;;;
LSS-PL;Introdução à Sociologia;L0911TP01;SS-PL-A2, SS-PL-A1;57;47;01:30:00;Sala de Aulas normal;;;
LSS-PL;Introdução à Sociologia;L0911TP01;SS-PL-A2, SS-PL-A1;57;47;01:30:00;Sala de Aulas normal;;;
LSS-PL;Introdução à Sociologia;L0911TP01;SS-PL-A2, SS-PL-A1;57;45;01:30:00;Sala de Aulas normal;;;
226;Programação em Ferramentas Office Avançadas;02997TP04;C;21;42;02:00:00;Sala de Aulas normal;;;
226;Programação em Ferramentas Office Avançadas;02997TP04;C;21;42;02:00:00;Sala de Aulas normal;;;
DSS;Tese em Serviço Social I;02658S02;;0;48;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;47;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;46;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;45;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;44;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;43;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;42;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;41;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;40;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;47;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;46;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;45;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;44;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;43;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;42;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;41;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;40;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;47;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;46;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;45;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;44;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;43;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;42;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;41;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;40;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;48;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;47;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;46;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;45;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;44;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;43;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;42;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;41;03:00:00;Sala Aulas Mestrado;;;
DSS;Tese em Serviço Social I;02658S02;;0;40;03:00:00;Sala Aulas Mestrado;;;
MEECult;Empreendedorismo em Cultura;01174TP01;MEEC-GC-B1;16;48;02:00:00;Sala Aulas Mestrado;;;
MEECult;Empreendedorismo em Cultura;01174TP01;MEEC-GC-B1;16;44;02:00:00;Sala Aulas Mestrado;;;
MEECult;Empreendedorismo em Cultura;01174TP01;MEEC-GC-B1;16;42;02:00:00;Sala Aulas Mestrado;;;
LA, LA-PL;Epistemologia e Conhecimento Antropológico;L5074TP01;LAPLA1, A-A1;45;51;01:30:00;Sala de Aulas normal;;;
LG;Microeconomia;L5004-2PL05;GA6;41;51;01:30:00;Sala de Aulas normal;;;
MES;Sociedade Educativa;00533TP01;MESA1;23;44;02:00:00;Sala Aulas Mestrado;;;
LA, LA-PL;Museus e Colecções;00813TP01;LAPLB1, A-PLC1, A-C1, A-B1;34;49;01:30:00;Sala de Aulas normal;;;
LGIL;Gestão Integrada da Qualidade;00489TP01;GILC1;43;49;01:30:00;Sala de Aulas normal;;;
MIA;Arquitectura III;L2245PL01;ARB1;34;49;01:30:00;Arq 5;;;
MIA;Arquitectura III;L2245PL01;ARB1;34;49;01:30:00;Arq 5;;;
LFC;Fiscalidade;L0605TP02;FCC1;47;48;01:30:00;Sala de Aulas normal;;;
MED, MEU;Cidades e Desenvolvimento;M4614-1TP01;MEDSGA1, MEDDSA1, MEDDLDMA1;13;51;02:00:00;Sala Aulas Mestrado;;;
MED, MEU;Cidades e Desenvolvimento;M4614-1TP01;MEDSGA1, MEDDSA1, MEDDLDMA1;13;50;02:00:00;Sala Aulas Mestrado;;;
MED, MEU;Cidades e Desenvolvimento;M4614-1TP01;MEDSGA1, MEDDSA1, MEDDLDMA1;13;48;02:00:00;Sala Aulas Mestrado;;;
MED, MEU;Cidades e Desenvolvimento;M4614-1TP01;MEDSGA1, MEDDSA1, MEDDLDMA1;13;47;02:00:00;Sala Aulas Mestrado;;;
MED, MEU;Cidades e Desenvolvimento;M4614-1TP01;MEDSGA1, MEDDSA1, MEDDLDMA1;13;51;02:00:00;Sala Aulas Mestrado;;;
MED, MEU;Cidades e Desenvolvimento;M4614-1TP01;MEDSGA1, MEDDSA1, MEDDLDMA1;13;50;02:00:00;Sala Aulas Mestrado;;;
MED, MEU;Cidades e Desenvolvimento;M4614-1TP01;MEDSGA1, MEDDSA1, MEDDLDMA1;13;48;02:00:00;Sala Aulas Mestrado;;;
MED, MEU;Cidades e Desenvolvimento;M4614-1TP01;MEDSGA1, MEDDSA1, MEDDLDMA1;13;47;02:00:00;Sala Aulas Mestrado;;;
MED, MEU;Cidades e Desenvolvimento;M4614-1TP01;MEDSGA1, MEDDSA1, MEDDLDMA1;13;45;02:00:00;Sala Aulas Mestrado;;;
MED, MEU;Cidades e Desenvolvimento;M4614-1TP01;MEDSGA1, MEDDSA1, MEDDLDMA1;13;45;02:00:00;Sala Aulas Mestrado;;;
LG;Informática de Gestão;L0718-1TP05;GA2;40;48;01:30:00;Laboratório de Informática;;;
MM;Seminário de Investigação em Marketing;00737S01;MMB1;35;0;00:00:00;;;;
MEPP;Economia e Políticas Europeias;L0225T01;MEPPA1;22;40;02:00:00;Sala Aulas Mestrado;;;
LE;Matemática I;L0101PL04;EA1;33;49;01:30:00;Sala de Aulas normal;;;
MGI;Logística e Operações Globais;M8315TPL01;MGIA1;38;0;02:00:00;;;;
MGI;Logística e Operações Globais;M8315TPL01;MGIA1;38;48;02:30:00;Sala Aulas Mestrado Plus;;;
LFC, LGM;Fusões, Aquisições e Avaliação de Empresas;L0641TP01;GMKC1, FCC2, FCC1;39;51;01:30:00;Sala de Aulas normal;;;
LFC, LGM;Fusões, Aquisições e Avaliação de Empresas;L0641TP01;GMKC1, FCC2, FCC1;39;51;01:30:00;Sala de Aulas normal;;;
METI;Sistemas Distribuídos de Sensores Inteligentes;02866TPLTP01;METIB1;9;51;01:30:00;Não necessita de sala;;;
METI;Sistemas Distribuídos de Sensores Inteligentes;02866TPLTP01;METIB1;9;47;01:30:00;Não necessita de sala;;;
METI;Sistemas Distribuídos de Sensores Inteligentes;02866TPLTP01;METIB1;9;42;01:30:00;Lab ISTA;;;
METI;Sistemas Distribuídos de Sensores Inteligentes;02866TPLTP01;METIB1;9;51;01:30:00;Não necessita de sala;;;
METI;Sistemas Distribuídos de Sensores Inteligentes;02866TPLTP01;METIB1;9;47;01:30:00;Não necessita de sala;;;
METI;Sistemas Distribuídos de Sensores Inteligentes;02866TPLTP01;METIB1;9;42;01:30:00;Sala Aulas Mestrado;;;
METI;Sistemas Distribuídos de Sensores Inteligentes;02866TPLTP01;METIB1;9;44;01:30:00;Lab ISTA;;;
LGM;Marketing Operacional;L5024TP01;GMKB1;46;50;01:30:00;Sala de Aulas normal;;;
LGM;Marketing Operacional;L5024TP01;GMKB1;46;49;01:30:00;Sala de Aulas normal;;;
LGM;Marketing Operacional;L5024TP01;GMKB1;46;48;01:30:00;Sala de Aulas normal;;;
LGM;Marketing Operacional;L5024TP01;GMKB1;46;47;01:30:00;Sala de Aulas normal;;;
LGM;Marketing Operacional;L5024TP01;GMKB1;46;46;01:30:00;Sala de Aulas normal;;;
LGM;Marketing Operacional;L5024TP01;GMKB1;46;45;01:30:00;Sala de Aulas normal;;;
LGM;Marketing Operacional;L5024TP01;GMKB1;46;42;01:30:00;Sala de Aulas normal;;;
LGM;Marketing Operacional;L5024TP01;GMKB1;46;40;01:30:00;Sala de Aulas normal;;;
LGM;Marketing Operacional;L5024TP01;GMKB1;46;51;01:30:00;Sala de Aulas normal;;;
LGM;Marketing Operacional;L5024TP01;GMKB1;46;50;01:30:00;Sala de Aulas normal;;;
LG;Modelos Organizacionais;MOT02;GB7, GB6, GB5;88;46;01:30:00;Anfiteatro aulas;;;
DP, DPSL;Ciclo de Conferências em Psicologia Ou Outras Ciências Sociais e Humanas;01833T01;LISPA1, DPA1;6;40;01:00:00;Sala Aulas Mestrado;;;
DP, DPSL;Ciclo de Conferências em Psicologia Ou Outras Ciências Sociais e Humanas;01833T01;LISPA1, DPA1;6;40;01:00:00;Sala Aulas Mestrado;;;
LETI;Análise Matemática I;L0131-2TP01;ETA2, ETA1;71;51;01:30:00;Sala de Aulas normal;;;
LG;Macroeconomia;L0236PL07;GB4;37;50;01:30:00;Sala de Aulas normal;;;
226;Programação Linear para A Tomada de Decisão;02993TP02;B;25;42;02:00:00;Sala de Aulas normal;;;
226;Programação Linear para A Tomada de Decisão;02993TP02;B;25;42;02:00:00;Sala de Aulas normal;;;
LG;Gestão Integrada das Operações;02031TP06;GC6;36;45;01:30:00;Sala de Aulas normal;;;
LG;Gestão Integrada das Operações;02031TP06;GC6;36;50;01:30:00;Sala de Aulas normal;;;
DMAG;Tópicos Avançados de Gestão I;00316TP01;DGEA-CHEN-A1, DGEA-CANT-A1;50;46;04:00:00;Não necessita de sala;;;
DMAG;Tópicos Avançados de Gestão I;00316TP01;DGEA-CHEN-A1, DGEA-CANT-A1;50;46;04:00:00;Não necessita de sala;;;
DMAG;Tópicos Avançados de Gestão I;00316TP01;DGEA-CHEN-A1, DGEA-CANT-A1;50;46;04:00:00;Não necessita de sala;;;
DMAG;Tópicos Avançados de Gestão I;00316TP01;DGEA-CHEN-A1, DGEA-CANT-A1;50;46;04:00:00;Não necessita de sala;;;
DMAG;Tópicos Avançados de Gestão I;00316TP01;DGEA-CHEN-A1, DGEA-CANT-A1;50;46;04:00:00;Não necessita de sala;;;
MAE;Gestão da Qualidade em Educação;01675TP01;MAEA1;21;47;02:00:00;Sala Aulas Mestrado;;;
LIGE-PL;Análise de Dados I;L0145TP01;I-PLB1;42;51;01:30:00;Sala de Aulas normal;;;
LE;Introdução à Ciência Económica;00248TP06;EA1;31;49;01:30:00;Sala de Aulas normal;;;
LE;Introdução à Ciência Económica;00248TP06;EA1;31;42;01:30:00;Sala de Aulas normal;;;
LE;Contabilidade Financeira I;L0638PL04;EA3;32;50;01:30:00;Sala de Aulas normal;;;
LEI;Análise Matemática I;L0131TP01;EIA4, EIA3;60;46;01:30:00;Sala de Aulas normal;;;
LEI;Análise Matemática I;L0131TP01;EIA4, EIA3;60;45;01:30:00;Sala de Aulas normal;;;
MEMF;Macroeconomia e Análise de Conjuntura;M8663TP01;MEMFA1;44;48;02:00:00;Sala Aulas Mestrado;;;
DCP;Seminário de Projecto de Investigação em Relações Internacionais;01739S01;DCPA1;7;45;02:00:00;Sala Aulas Mestrado;;;
MM;Gestão de Marcas;M8345TP01;MMA2;36;38;01:30:00;Sala Aulas Mestrado;;;
MM;Gestão de Marcas;M8345TP01;MMA2;36;41;01:30:00;Sala Aulas Mestrado Plus;;;
MM;Gestão de Marcas;M8345TP01;MMA2;36;40;01:30:00;Sala Aulas Mestrado Plus;;;
MM;Gestão de Marcas;M8345TP01;MMA2;36;41;01:30:00;Sala Aulas Mestrado Plus;;;
MG;Contabilidade Avançada;M8488TP02;MGA4;37;48;01:30:00;Sala Aulas Mestrado;;;
MG;Contabilidade Avançada;M8488TP02;MGA4;37;46;01:30:00;Sala Aulas Mestrado;;;
MG;Contabilidade Avançada;M8488TP02;MGA4;37;48;01:30:00;Sala Aulas Mestrado;;;
LGM, LGRH;Contabilidade Financeira I;L0638-4PL04;GMKA2;30;51;01:30:00;Sala de Aulas normal;;;
LE;Microeconomia II;L0235T01;EB2, EB1;117;51;01:30:00;Anfiteatro aulas;;;
LE;Microeconomia II;L0235T01;EB2, EB1;117;49;01:30:00;Anfiteatro aulas;;;
MS;Instituições nas Sociedades Contemporâneas;M8062TP01;MSocA1, MSA1;28;40;02:00:00;Sala Aulas Mestrado;;;
ISCTE-IUL;História da Expansão Portuguesa;L0881-1TTP01;CI-IEPM2, CI-IEPM1;6;50;01:30:00;Sala de Aulas normal;;;
ISCTE-IUL;História da Expansão Portuguesa;L0881-1TTP01;CI-IEPM2, CI-IEPM1;6;50;01:30:00;Sala de Aulas normal;;;
PGJILP;Jornalismo Internacional: Técnicas, Práticas e Deontologia;02420TP01;;0;48;02:00:00;Sala Aulas Mestrado;;;
PGJILP;Jornalismo Internacional: Técnicas, Práticas e Deontologia;02420TP01;;0;47;02:00:00;Sala Aulas Mestrado;;;
PGJILP;Jornalismo Internacional: Técnicas, Práticas e Deontologia;02420TP01;;0;46;02:00:00;Sala Aulas Mestrado;;;
PGJILP;Jornalismo Internacional: Técnicas, Práticas e Deontologia;02420TP01;;0;45;02:00:00;Sala Aulas Mestrado;;;
PGJILP;Jornalismo Internacional: Técnicas, Práticas e Deontologia;02420TP01;;0;44;02:00:00;Sala Aulas Mestrado;;;
PGJILP;Jornalismo Internacional: Técnicas, Práticas e Deontologia;02420TP01;;0;43;02:00:00;Sala Aulas Mestrado;;;
PGJILP;Jornalismo Internacional: Técnicas, Práticas e Deontologia;02420TP01;;0;42;02:00:00;Sala Aulas Mestrado;;;
PGJILP;Jornalismo Internacional: Técnicas, Práticas e Deontologia;02420TP01;;0;41;02:00:00;Sala Aulas Mestrado;;;
PGJILP;Jornalismo Internacional: Técnicas, Práticas e Deontologia;02420TP01;;0;40;02:00:00;Sala Aulas Mestrado;;;
LIGE;Fundamentos de Contabilidade de Gestão;01768-1TP01;IC2, IC1;80;42;01:30:00;Sala de Aulas normal;;;
LIGE;Fundamentos de Contabilidade de Gestão;01768-1TP01;IC2, IC1;80;41;01:30:00;Sala de Aulas normal;;;
LIGE;Fundamentos de Contabilidade de Gestão;01768-1TP01;IC2, IC1;80;42;01:30:00;Sala de Aulas normal;;;
LIGE;Fundamentos de Contabilidade de Gestão;01768-1TP01;IC2, IC1;80;41;01:30:00;Sala de Aulas normal;;;
LIGE;Fundamentos de Contabilidade de Gestão;01768-1TP01;IC2, IC1;80;42;01:30:00;Sala de Aulas normal;;;
MIA;Projecto de Arquitectura I;L2214PL03;ARD6, ARD5;23;46;01:30:00;Arq 2;;;
MIA;Projecto de Arquitectura I;L2214PL03;ARD6, ARD5;23;46;01:30:00;Arq 2;;;
MIA;Estruturas III;L2260T01;ARB1;43;49;01:30:00;Arq 9;;;
MIA;Estruturas III;L2260T01;ARB1;43;42;01:30:00;Arq 9;;;
MIA;Estruturas III;L2260T01;ARB1;43;40;01:30:00;Arq 9;;;
LE;Introdução à Ciência Económica;00248TP05;EA3;32;51;01:30:00;Sala de Aulas normal;;;
PC;Política e Desenvolvimento de Portugal Contemporâneo;02283S02;PCA1;10;0;00:00:00;;;;
LG;Microeconomia;L5004-2T01;GAi;31;47;01:30:00;Sala de Aulas normal;;;
PGPPSDN;Seminário de Temas Contemporâneos em Segurança e Defesa Nacional I;02841TP01;PG PPSDN_01;8;41;02:00:00;Sala Aulas Mestrado;;;
PGPPSDN;Seminário de Temas Contemporâneos em Segurança e Defesa Nacional I;02841TP01;PG PPSDN_01;8;41;02:00:00;Sala Aulas Mestrado;;;
MGRHCO;Sistemas de Recursos Humanos e Gestão de Recompensas;02892TP01;MGRHCOA2;18;40;01:30:00;Sala Aulas Mestrado Plus;;;
MGRHCO;Sistemas de Recursos Humanos e Gestão de Recompensas;02892TP01;MGRHCOA2;18;40;01:30:00;Sala Aulas Mestrado Plus;;;
DCP;Debates e Controvérsias Contemporâneas em Ciência Política;01733TP01;DCPA1;13;50;02:00:00;Sala Aulas Mestrado;;;
DCP;Debates e Controvérsias Contemporâneas em Ciência Política;01733TP01;DCPA1;13;49;02:00:00;Sala Aulas Mestrado;;;
DCP;Debates e Controvérsias Contemporâneas em Ciência Política;01733TP01;DCPA1;13;46;02:00:00;Sala Aulas Mestrado;;;
MEECult, MGEC, MS;Recepção, Fruição e Públicos da Cultura;01726TP01;MEEC-PPC-A1, MEEC-M-A1, MEEC-GC-A1, MEEC-EIC-A1, MSA1;47;45;02:00:00;Sala Aulas Mestrado;;;
MEECult, MGEC, MS;Recepção, Fruição e Públicos da Cultura;01726TP01;MEEC-PPC-A1, MEEC-M-A1, MEEC-GC-A1, MEEC-EIC-A1, MSA1;47;44;02:00:00;Sala Aulas Mestrado;;;
MIA;Desenho III;L2246TP02;ARB2;31;48;01:30:00;Arq 6;;;
MIA;Desenho III;L2246TP02;ARB2;31;48;01:30:00;Arq 5;;;
MIA;Geografia Urbana;L0873T01;ARB2, ARB1;61;51;01:30:00;Sala Aulas Mestrado;;;
MIA;Geografia Urbana;L0873T01;ARB2, ARB1;61;49;01:30:00;Sala Aulas Mestrado;;;
MIA;Geografia Urbana;L0873T01;ARB2, ARB1;61;46;01:30:00;Sala Aulas Mestrado;;;
MIA;Geografia Urbana;L0873T01;ARB2, ARB1;61;44;01:30:00;Sala Aulas Mestrado;;;
MIA;Geografia Urbana;L0873T01;ARB2, ARB1;61;42;01:30:00;Sala Aulas Mestrado;;;
MIA;Geografia Urbana;L0873T01;ARB2, ARB1;61;40;01:30:00;Sala Aulas Mestrado;;;
LFC, LGM;Introdução à Gestão;L0520-1PL02;FCA1;37;48;01:30:00;Sala de Aulas normal;;;
LFC, LGM;Introdução à Gestão;L0520-1PL02;FCA1;37;46;01:30:00;Sala de Aulas normal;;;
LETI;Modulação e Codificação;L0787T01;ETC2, ETC1;74;51;01:30:00;Sala de Aulas normal;;;
LFC;Reporte Financeiro;M8642TP01;FCC2;36;50;01:30:00;Sala de Aulas normal;;;
LCP;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105-2TP01;CPB1;48;51;01:30:00;Não necessita de sala;;;
LCP;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105-2TP01;CPB1;48;48;01:30:00;Sala de Aulas normal;;;
LCP;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105-2TP01;CPB1;48;45;01:30:00;Não necessita de sala;;;
LCP;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105-2TP01;CPB1;48;51;01:30:00;Não necessita de sala;;;
LCP;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105-2TP01;CPB1;48;45;01:30:00;Não necessita de sala;;;
DATMC;Tese em Arquitectura dos Territórios Metropolitanos Contemporâneos I;02562S01;DATMCB1, DATMCC1, DATMCA1;6;50;02:00:00;Não necessita de sala;;;
LCP;Métodos e Técnicas de Investigação: Intensivos;L5118-2TP01;CPB1;44;40;01:30:00;Sala de Aulas normal;;;
LCP;Métodos e Técnicas de Investigação: Intensivos;L5118-2TP01;CPB1;44;40;01:30:00;Sala de Aulas normal;;;
DAnt;Tese em Antropologia;00353S01;DAC1, DAB1;4;45;02:00:00;Sala Aulas Mestrado;;;
DAnt;Tese em Antropologia;00353S01;DAC1, DAB1;4;43;02:00:00;Sala Aulas Mestrado;;;
DAnt;Tese em Antropologia;00353S01;DAC1, DAB1;4;45;02:00:00;Sala Aulas Mestrado;;;
DAnt;Tese em Antropologia;00353S01;DAC1, DAB1;4;43;02:00:00;Sala Aulas Mestrado;;;
DCCo;Tese em Ciências da Comunicação I;02580S02;;0;0;00:00:00;;;;
MM;Métodos Quantitativos Aplicados ao Marketing;M8557TP02;MMA1;38;41;01:30:00;Sala Aulas Mestrado Plus;;;
LS;Objecto e Método da Sociologia;L5410-1TP02;SA1;37;47;01:30:00;Sala de Aulas normal;;;
LS;Objecto e Método da Sociologia;L5410-1TP02;SA1;37;47;01:30:00;Sala de Aulas normal;;;
MCTRL;Estágio em Ciências do Trabalho e Relações Laborais;02434S01;MCTRLB1;0;41;02:00:00;Sala Aulas Mestrado;;;
MCTRL;Estágio em Ciências do Trabalho e Relações Laborais;02434S01;MCTRLB1;0;49;02:00:00;Não necessita de sala;;;
MCTRL;Estágio em Ciências do Trabalho e Relações Laborais;02434S01;MCTRLB1;0;48;02:00:00;Não necessita de sala;;;
MCTRL;Estágio em Ciências do Trabalho e Relações Laborais;02434S01;MCTRLB1;0;47;02:00:00;Não necessita de sala;;;
MCTRL;Estágio em Ciências do Trabalho e Relações Laborais;02434S01;MCTRLB1;0;46;02:00:00;Não necessita de sala;;;
MCTRL;Estágio em Ciências do Trabalho e Relações Laborais;02434S01;MCTRLB1;0;45;02:00:00;Não necessita de sala;;;
MCTRL;Estágio em Ciências do Trabalho e Relações Laborais;02434S01;MCTRLB1;0;44;02:00:00;Não necessita de sala;;;
MCTRL;Estágio em Ciências do Trabalho e Relações Laborais;02434S01;MCTRLB1;0;41;02:00:00;Sala Aulas Mestrado;;;
LG;Macroeconomia;L0236PL05;GB3;41;50;01:30:00;Sala de Aulas normal;;;
DEc;Métodos Numéricos em Economia;02190TP01;DE_A1;3;4;02:00:00;Sala Aulas Mestrado;;;
DEc;Métodos Numéricos em Economia;02190TP01;DE_A1;3;3;02:00:00;Sala Aulas Mestrado;;;
DEc;Métodos Numéricos em Economia;02190TP01;DE_A1;3;2;02:00:00;Sala Aulas Mestrado;;;
